Team,Name,Age,P,Minutes played,Appearances,Lineups,Substitute in,Substitute out,Substitutes on bench,Goal,Yellow card,Yellow 2nd/RC,Red card,Year
Flamurtari,H. Begaj,34,M,1502,25,18,7,11,10,1,3,0,0,2013-2014
Flamurtari,N. Lena,33,M,2333,28,26,2,4,2,2,7,0,1,2013-2014
Flamurtari,B. Telushi,29,M,1838,21,21,0,5,0,3,6,0,0,2013-2014
Flamurtari,A. Qejvani,27,M,477,16,2,14,1,26,1,1,0,0,2013-2014
Flamurtari,R. Mina,25,M,0,0,0,0,0,1,0,0,0,0,2013-2014
Flamurtari,A. Abilaliaj,33,A,1518,20,18,2,8,2,12,4,0,0,2013-2014
Flamurtari,A. Shehaj,29,A,1331,24,17,7,13,14,4,4,0,0,2013-2014
Flamurtari,B. Pepa,29,A,1643,25,18,7,8,10,0,7,0,0,2013-2014
Flamurtari,O. Idrizaj,29,A,146,5,1,4,0,5,0,0,0,0,2013-2014
Flamurtari,R. Nelaj,27,A,93,5,0,5,0,18,0,0,0,0,2013-2014
Flamurtari,D. Bregu,24,A,15,1,0,1,0,4,0,0,0,0,2013-2014
Flamurtari,L. Shehaj,26,A,166,9,0,9,0,20,1,0,0,0,2013-2014
Flamurtari,A. Hoxhaj,25,A,0,0,0,0,0,3,0,0,0,0,2013-2014
Kukësi,E. Haxho,31,G,44,1,0,1,0,2,0,0,0,0,2013-2014
Kukësi,A. Halilaj,37,G,2520,28,28,0,0,1,0,4,0,0,2013-2014
Kukësi,K. Abdullahi,27,G,0,0,0,0,0,1,0,0,0,0,2013-2014
Kukësi,E. Koci,35,G,316,4,4,0,1,27,0,0,0,1,2013-2014
Kukësi,A. Cengu,24,G,0,0,0,0,0,2,0,0,0,0,2013-2014
Kukësi,R. Hallaçi,36,D,2790,31,31,0,0,1,0,0,0,0,2013-2014
Kukësi,D. Smajlaj,35,D,2149,24,24,0,1,0,2,3,0,0,2013-2014
Kukësi,R. Malota,30,D,2544,29,29,0,1,1,0,6,0,0,2013-2014
Kukësi,Ð. Ðikanovic,35,D,241,5,3,2,1,13,0,0,0,0,2013-2014
Kukësi,J. Brahja,39,D,2594,30,29,1,3,2,0,3,0,0,2013-2014
Kukësi,L. Malacarne,30,D,849,10,10,0,2,3,0,1,0,0,2013-2014
Kukësi,Y. Shameti,35,D,1154,18,11,7,2,16,2,3,0,0,2013-2014
Kukësi,A. Marku,28,D,90,1,1,0,0,12,0,0,0,0,2013-2014
Kukësi,P. Suswam,28,D,179,4,2,2,1,14,0,0,0,0,2013-2014
Kukësi,A. Thorja,27,D,47,4,0,4,0,15,0,1,0,0,2013-2014
Kukësi,E. Alikaj,38,M,373,8,3,5,2,10,0,0,0,0,2013-2014
Kukësi,G. Progni,33,M,2571,29,29,0,2,0,4,7,1,0,2013-2014
Kukësi,Y. Hoxha,32,M,2248,30,27,3,12,3,1,4,0,1,2013-2014
Kukësi,G. Manuka,28,M,219,9,2,7,2,12,0,1,0,0,2013-2014
Kukësi,D. Bratic,33,M,641,12,7,5,3,6,0,3,0,0,2013-2014
Kukësi,C. Dragoi,38,M,136,7,2,5,2,6,0,0,0,0,2013-2014
Kukësi,H. Uche,29,M,809,11,9,2,5,5,0,5,0,0,2013-2014
Kukësi,B. Musolli,31,M,904,14,11,3,6,8,0,3,0,0,2013-2014
Kukësi,F. Jonuzi,23,M,17,2,0,2,0,6,0,0,0,0,2013-2014
Kukësi,E. Muçmata,23,M,18,3,0,3,0,12,0,0,0,0,2013-2014
Kukësi,I. Allmuça,39,M,2232,25,25,0,1,1,3,6,0,0,2013-2014
Kukësi,P. Boya,36,A,688,10,7,3,4,4,4,1,0,0,2013-2014
Kukësi,L. Popovic,37,A,811,12,9,3,4,5,3,3,0,0,2013-2014
Kukësi,V. Hysa,30,A,1172,20,11,9,4,12,5,2,0,0,2013-2014
Kukësi,S. Cikalleshi,29,A,2227,30,25,5,10,5,17,7,0,0,2013-2014
Kukësi,S. Izuchukwuka,31,A,1087,13,13,0,5,0,2,0,0,0,2013-2014
Kukësi,F. Bytyçi,25,A,0,1,0,1,0,4,0,0,0,0,2013-2014
Kukësi,I. Adeshina,26,A,10,1,0,1,0,2,0,0,0,0,2013-2014
Laçi,E. Bakaj,32,G,1936,22,21,1,0,12,1,1,0,0,2013-2014
Laçi,E. Llani,37,G,854,10,10,0,1,7,0,0,0,0,2013-2014
Laçi,E. Ujka,25,G,180,2,2,0,0,13,0,0,0,0,2013-2014
Laçi,R. Halili,23,G,0,0,0,0,0,1,0,0,0,0,2013-2014
Laçi,H. Ndreka,37,D,630,7,7,0,0,0,0,1,0,0,2013-2014
Laçi,C. Ofoyen,34,D,2272,28,24,4,1,5,1,7,0,0,2013-2014
Laçi,E. Çela,34,D,1530,17,17,0,0,0,3,2,0,0,2013-2014
Laçi,S. Kastrati,33,D,1105,15,12,3,4,3,1,3,0,0,2013-2014
Laçi,J. Nina,34,D,372,12,5,7,4,10,0,1,0,0,2013-2014
Laçi,T. Sefgjinaj,33,D,2722,31,31,0,3,0,0,5,0,1,2013-2014
Laçi,O. Teqja,31,D,1980,22,22,0,0,2,0,9,0,0,2013-2014
Laçi,S. Danaj,31,D,832,17,9,8,3,18,0,7,1,0,2013-2014
Laçi,S. Buljan,36,D,2407,28,28,0,2,2,0,3,0,1,2013-2014
Laçi,A. Kule,29,D,0,0,0,0,0,1,0,0,0,0,2013-2014
Laçi,E. Ndreca,25,D,359,13,1,12,2,24,1,0,0,0,2013-2014
Laçi,E. Veliaj,35,M,2591,31,30,1,6,2,3,4,0,0,2013-2014
Laçi,V. Nimani,33,M,1879,24,22,2,11,3,3,3,0,0,2013-2014
Laçi,J. Thana,32,M,317,5,4,1,2,11,0,1,0,0,2013-2014
Laçi,E. Shazivari,35,M,481,9,4,5,2,6,0,3,0,0,2013-2014
Laçi,E. Vucaj,29,M,2279,29,28,1,7,1,8,6,1,0,2013-2014
Laçi,A. Zefi,28,M,2281,27,24,3,3,4,0,5,0,0,2013-2014
Laçi,D. Jubani,26,M,75,2,0,2,0,8,1,0,0,0,2013-2014
Laçi,Kehinde Owoeye,24,M,914,14,12,2,6,3,2,4,0,0,2013-2014
Laçi,R. Troplini,25,M,20,2,0,2,0,7,0,0,0,0,2013-2014
Laçi,E. Xhixha,25,M,0,0,0,0,0,6,0,0,0,0,2013-2014
Laçi,M. Brkic,39,A,2045,25,23,2,10,3,4,2,0,0,2013-2014
Laçi,J. Malo,35,A,370,14,4,10,4,12,1,0,0,0,2013-2014
Laçi,A. Haliti,28,A,0,0,0,0,0,3,0,0,0,0,2013-2014
Laçi,J. Kulli,27,A,0,0,0,0,0,1,0,0,0,0,2013-2014
Laçi,E. Petro,26,A,39,3,0,3,0,14,0,0,0,0,2013-2014
Laçi,J. Adeniyi,27,A,784,11,8,3,1,6,4,2,1,1,2013-2014
Laçi,S. Ajazi,25,A,0,0,0,0,0,12,0,0,0,0,2013-2014
Laçi,E. Tanushi,36,A,1299,26,15,11,11,14,3,7,0,0,2013-2014
Partizani,A. Hoxha,32,G,2790,31,31,0,0,1,0,4,0,0,2013-2014
Partizani,S. Hoxha,30,G,180,2,2,0,0,26,0,0,0,0,2013-2014
Partizani,F. Gjonikaj,24,G,0,0,0,0,0,5,0,0,0,0,2013-2014
Partizani,L. Ahmeti,34,D,90,1,1,0,0,1,0,0,0,0,2013-2014
Partizani,G. Krasniqi,30,D,1945,24,22,2,1,4,0,2,0,0,2013-2014
Partizani,M. Murati,26,D,1748,22,18,4,3,7,0,6,0,0,2013-2014
Partizani,F. Udoh,26,D,1541,19,18,1,2,1,0,4,0,0,2013-2014
Partizani,E. Prençi,26,D,415,8,4,4,1,25,0,0,0,0,2013-2014
Partizani,K. Çema,25,D,0,0,0,0,0,1,0,0,0,0,2013-2014
Partizani,A. Rrahmani,26,D,2172,25,24,1,1,7,0,4,0,0,2013-2014
Partizani,L. Ibrahimi,33,D,2378,27,27,0,2,1,1,11,2,0,2013-2014
Partizani,B. Krasniqi,30,D,2699,31,31,0,4,0,0,8,0,0,2013-2014
Partizani,A. Dunkovic,38,M,325,7,5,2,5,5,0,0,0,0,2013-2014
Partizani,E. Demiri,41,M,2244,32,27,5,12,6,3,2,0,0,2013-2014
Partizani,N. Nedzipi,35,M,1068,15,12,3,6,3,6,3,0,0,2013-2014
Partizani,R. Hyshmeri,31,M,1885,25,22,3,9,3,4,2,0,0,2013-2014
Partizani,J. Thana,32,M,258,7,2,5,1,10,1,1,0,0,2013-2014
Partizani,D. Antanasijevic,33,M,1411,17,15,2,0,2,0,0,0,0,2013-2014
Partizani,G. Mezini,26,M,0,0,0,0,0,1,0,0,0,0,2013-2014
Partizani,E. Musta,28,M,516,12,4,8,3,10,0,1,0,0,2013-2014
Partizani,M. Bardhi,25,M,0,0,0,0,0,1,0,0,0,0,2013-2014
Partizani,S. Sulçe,27,M,0,0,0,0,0,1,0,0,0,0,2013-2014
Partizani,O. Oshobe,26,M,582,10,6,4,2,12,0,4,0,0,2013-2014
Partizani,B. Maliqi,33,M,1317,24,15,9,7,12,1,8,2,0,2013-2014
Partizani,M. Mazrekaj,31,M,2205,27,25,2,7,2,2,3,0,0,2013-2014
Partizani,L. Ismailaj,24,M,90,1,1,0,0,1,0,0,0,0,2013-2014
Partizani,M. Memelli,40,A,955,11,11,0,3,0,6,4,0,0,2013-2014
Partizani,P. Bordon,32,A,421,9,5,4,5,6,0,1,0,0,2013-2014
Partizani,O. Sodje,31,A,172,3,2,1,1,2,1,1,0,0,2013-2014
Partizani,E. Sali,32,A,38,2,0,2,0,2,0,0,0,0,2013-2014
Partizani,A. Pliska,32,A,178,5,1,4,1,9,0,1,0,0,2013-2014
Partizani,M. Sacer,30,A,555,11,6,5,5,8,1,0,0,0,2013-2014
Partizani,J. Malo,35,A,631,12,6,6,3,9,4,3,0,0,2013-2014
Partizani,A. Mitraj,33,A,315,6,4,2,4,6,1,1,0,0,2013-2014
Partizani,E. Lala,28,A,44,3,0,3,0,4,0,0,0,0,2013-2014
Partizani,F. Hysenbelliu,28,A,63,3,1,2,1,15,0,1,0,0,2013-2014
Partizani,R. Dushku,29,A,530,15,5,10,3,15,0,3,0,0,2013-2014
Partizani,J. Vatnikaj,24,A,26,1,0,1,0,1,1,0,0,0,2013-2014
Partizani,K. Drita,25,A,0,0,0,0,0,1,0,0,0,0,2013-2014
Partizani,V. Buac,35,A,818,12,10,2,5,2,0,3,0,0,2013-2014
Skënderbeu,O. Shehi,42,G,2880,32,32,0,0,0,0,2,0,0,2013-2014
Skënderbeu,E. Llapanji,35,G,0,0,0,0,0,31,0,0,0,0,2013-2014
Skënderbeu,I. Gvozdenovic,41,D,1835,23,21,2,5,7,0,3,0,0,2013-2014
Skënderbeu,M. Radas,36,D,2247,27,25,2,5,3,1,5,0,0,2013-2014
Skënderbeu,R. Arapi,33,D,2640,30,29,1,0,1,3,8,0,0,2013-2014
Skënderbeu,E. Fagu,33,D,181,10,2,8,1,11,0,0,0,0,2013-2014
Skënderbeu,D. Bicaj,31,D,2278,27,26,1,3,3,1,7,0,0,2013-2014
Skënderbeu,Ademir,34,D,1009,15,11,4,1,8,0,0,0,0,2013-2014
Skënderbeu,S. Sahiti,31,D,149,4,1,3,0,14,0,1,0,0,2013-2014
Skënderbeu,L. Abazi,26,D,119,5,1,4,1,5,0,0,0,0,2013-2014
Skënderbeu,E. Alikaj,38,M,794,14,8,6,6,8,0,1,0,0,2013-2014
Skënderbeu,G. Muzaka,35,M,2748,31,31,0,4,0,4,1,0,0,2013-2014
Skënderbeu,B. Shkëmbi,40,M,2375,28,27,1,3,1,7,5,0,0,2013-2014
Skënderbeu,A. Dimo,37,M,1893,25,20,5,4,11,1,5,0,0,2013-2014
Skënderbeu,S. Lilaj,31,M,2509,29,28,1,2,1,2,6,1,0,2013-2014
Skënderbeu,N. Orelesi,31,M,1218,16,15,1,3,4,0,3,0,1,2013-2014
Skënderbeu,Ž. Tomic,34,M,637,16,7,9,5,23,0,0,0,0,2013-2014
Skënderbeu,B. Nimaga,25,M,481,8,6,2,3,16,0,3,0,0,2013-2014
Skënderbeu,K. Hyseni,25,M,7,4,0,4,0,18,0,0,0,0,2013-2014
Skënderbeu,P. Pejic,37,A,2470,30,29,1,7,2,20,3,1,0,2013-2014
Skënderbeu,A. Ribaj,30,A,2365,31,26,5,16,5,8,3,0,0,2013-2014
Skënderbeu,M. Morina,27,A,456,13,5,8,5,11,2,0,0,0,2013-2014
Skënderbeu,A. Tahirllari,28,A,249,9,2,7,1,23,0,0,0,0,2013-2014
Skënderbeu,M. Kame,25,A,0,0,0,0,0,7,0,0,0,0,2013-2014
Skënderbeu,F. Sejdiu,30,A,0,0,0,0,0,1,0,0,0,0,2013-2014
Teuta,Alfred Osmani,37,G,540,6,6,0,0,26,0,0,0,0,2013-2014
Teuta,B. Rizvani,35,G,2340,26,26,0,0,5,0,1,0,0,2013-2014
Teuta,A. Pllumbi,25,G,0,0,0,0,0,1,0,0,0,0,2013-2014
Teuta,T. Osmani,34,D,2287,27,26,1,3,1,2,3,0,1,2013-2014
Teuta,J. Ahmataj,40,D,2398,31,28,3,8,3,1,4,0,0,2013-2014
Teuta,Da Silva Buiu,34,D,1941,25,23,2,5,5,0,1,0,1,2013-2014
Teuta,A. Jakupi,37,D,2387,29,26,3,2,5,1,2,0,0,2013-2014
Teuta,E. Imami,27,D,44,1,0,1,0,2,0,0,0,0,2013-2014
Teuta,R. Hoxha,28,D,1275,18,14,4,2,17,1,2,0,0,2013-2014
Teuta,H. Idrizaj,31,D,2483,30,28,2,6,4,1,1,0,0,2013-2014
Teuta,R. Kastrati,26,D,31,1,0,1,0,11,0,0,0,0,2013-2014
Teuta,R. Memini,25,D,0,0,0,0,0,7,0,0,0,0,2013-2014
Teuta,F. Beqja,27,D,247,5,3,2,2,10,1,1,0,0,2013-2014
Teuta,D. Badalli,29,D,105,3,1,2,0,10,0,0,0,0,2013-2014
Teuta,R. Shala,36,M,742,11,9,2,4,4,0,5,0,0,2013-2014
Teuta,B. Hodo,34,M,2484,29,29,0,5,1,0,7,0,0,2013-2014
Teuta,A. Dosti,28,M,2037,28,21,7,5,9,2,4,0,0,2013-2014
Teuta,A. Nika,29,M,2268,30,27,3,9,3,5,5,1,0,2013-2014
Teuta,A. Hoxha,29,M,2,1,0,1,0,4,0,0,0,0,2013-2014
Teuta,A. Deliallisi,27,M,468,13,3,10,2,13,0,2,0,0,2013-2014
Teuta,I. Batha,28,M,1250,14,14,0,1,0,2,5,0,0,2013-2014
Teuta,A. Çyrbja,26,M,352,11,2,9,2,18,0,0,0,0,2013-2014
Teuta,R. Troplini,25,M,0,0,0,0,0,3,0,0,0,0,2013-2014
Teuta,L. Moscatiello,28,M,0,0,0,0,0,4,0,0,0,0,2013-2014
Teuta,I. Kalu,36,A,385,10,5,5,4,8,0,1,0,0,2013-2014
Teuta,D. Xhafaj,43,A,2392,32,26,6,8,6,14,1,0,0,2013-2014
Teuta,B. Mancaku,38,A,439,11,5,6,4,7,2,5,1,0,2013-2014
Teuta,E. Mustafaj,31,A,317,11,2,9,3,10,1,1,0,0,2013-2014
Teuta,A. Samb,32,A,1040,13,13,0,5,0,4,5,1,1,2013-2014
Teuta,J. Apezteguía,36,A,845,15,10,5,7,8,4,1,0,0,2013-2014
Teuta,V. Muriqi,26,A,457,12,5,7,5,9,2,1,0,0,2013-2014
Teuta,E. Rezi,26,A,20,1,0,1,0,4,0,0,0,0,2013-2014
Teuta,A. Bezmarevic,27,A,0,0,0,0,0,1,0,0,0,0,2013-2014
Tirana,I. Lika,40,G,2143,24,24,0,1,6,0,0,0,0,2013-2014
Tirana,K. Xhelilaj,31,G,1087,13,12,1,1,24,0,2,0,0,2013-2014
Tirana,E. Sali,22,G,10,1,0,1,0,6,0,0,0,0,2013-2014
Tirana,A. Pepa,31,D,0,0,0,0,0,1,0,0,0,0,2013-2014
Tirana,Douglas,32,D,1349,15,15,0,1,0,1,9,1,0,2013-2014
Tirana,G. Mici,29,D,1297,15,15,0,0,1,0,4,1,0,2013-2014
Tirana,L. Liçaj,33,D,79,4,0,4,0,9,0,1,0,0,2013-2014
Tirana,A. Sakaj,39,D,70,1,1,0,1,8,0,0,0,0,2013-2014
Tirana,F. Veliu,31,D,1538,18,18,0,2,1,0,2,0,1,2013-2014
Tirana,T. Kuqi,34,D,1861,25,20,5,0,9,0,5,0,0,2013-2014
Tirana,P. Arbri,31,D,1819,21,21,0,4,2,0,6,0,1,2013-2014
Tirana,G. Krasniqi,30,D,927,11,10,1,0,5,0,1,0,0,2013-2014
Tirana,V. Tomic,33,D,645,8,7,1,0,3,0,1,0,0,2013-2014
Tirana,J. Urdinov,29,D,595,8,6,2,1,5,0,4,0,0,2013-2014
Tirana,H. Idrizaj,31,D,1998,24,22,2,1,9,0,4,0,0,2013-2014
Tirana,L. Maxhuni,27,D,809,11,9,2,2,5,1,4,1,0,2013-2014
Tirana,V. Zeqaj,24,D,603,7,7,0,1,2,0,3,0,0,2013-2014
Tirana,A. Beqaj,21,D,23,1,0,1,0,2,0,0,0,0,2013-2014
Tirana,J. Gjinaj,23,D,550,7,6,1,2,5,0,2,0,0,2013-2014
Tirana,D. Duda,24,D,197,4,2,2,0,7,0,0,0,0,2013-2014
Tirana,G. Hoxhaj,23,D,0,0,0,0,0,1,0,0,0,0,2013-2014
Tirana,S. Metaj,32,M,616,12,7,5,5,12,0,3,0,0,2013-2014
Tirana,A. Meto,34,M,120,6,1,5,1,14,0,0,0,0,2013-2014
Tirana,G. Muzaka,35,M,1526,17,17,0,1,0,3,3,0,0,2013-2014
Tirana,G. Lika,33,M,883,13,12,1,9,2,0,0,0,0,2013-2014
Tirana,H. Begaj,34,M,28,1,0,1,0,4,0,1,0,0,2013-2014
Tirana,N. Lena,33,M,1588,21,19,2,7,2,0,4,0,0,2013-2014
Tirana,B. Nikolic,34,M,397,7,5,2,4,6,0,2,0,0,2013-2014
Tirana,E. Vucaj,29,M,2097,32,27,5,20,5,0,3,0,0,2013-2014
Tirana,B. Telushi,29,M,2717,31,31,0,2,0,4,15,1,0,2013-2014
Tirana,A. Hodza,32,M,413,8,5,3,3,6,0,1,0,0,2013-2014
Tirana,A. Qejvani,27,M,93,2,1,1,0,7,0,0,0,0,2013-2014
Tirana,A. Llambro,23,M,344,5,4,1,1,6,0,1,0,0,2013-2014
Tirana,D. Bocaj,22,M,127,2,1,1,0,4,0,0,0,0,2013-2014
Tirana,B. Buval,33,A,1084,14,12,2,3,3,2,3,0,0,2013-2014
Tirana,A. Abilaliaj,33,A,1727,27,18,9,7,12,5,5,0,0,2013-2014
Tirana,N. Gelashvili,34,A,554,10,5,5,1,5,2,2,0,1,2013-2014
Tirana,A. Shehaj,29,A,962,23,9,14,2,22,3,4,0,0,2013-2014
Tirana,A. Kruja,26,A,856,14,8,6,5,8,1,0,0,0,2013-2014
Tirana,D. Bregu,24,A,724,14,8,6,5,12,5,1,0,0,2013-2014
Tirana,Gilberto,32,A,792,12,9,3,5,3,2,2,0,0,2013-2014
Tirana,J. Sino,23,A,102,2,2,0,2,1,0,0,0,0,2013-2014
Tirana,S. Aliaj,23,A,102,5,0,5,0,7,0,1,0,0,2013-2014
Vllaznia,M. Vujadinovic,37,G,2700,30,30,0,0,0,0,4,0,0,2013-2014
Vllaznia,E. Selimaj,30,G,135,2,2,0,0,29,0,0,0,1,2013-2014
Vllaznia,A. Sherri,22,G,0,0,0,0,0,2,0,0,0,0,2013-2014
Vllaznia,Z. Vjerdha,23,G,45,1,0,1,0,1,0,0,0,0,2013-2014
Vllaznia,N. Vukcevic,36,D,1154,13,13,0,0,0,1,3,1,0,2013-2014
Vllaznia,B. Rajovic,34,D,512,6,6,0,1,0,0,2,0,0,2013-2014
Vllaznia,E. Beqiri,39,D,1999,23,23,0,2,2,1,5,0,0,2013-2014
Vllaznia,K. Semina,31,D,1022,12,12,0,1,5,1,3,0,0,2013-2014
Vllaznia,A. Sykaj,30,D,2362,29,27,2,4,5,0,1,0,0,2013-2014
Vllaznia,O. Gocaj,31,D,1680,22,19,3,5,3,0,5,0,0,2013-2014
Vllaznia,E. Kraja,36,D,1079,16,12,4,2,19,0,3,0,0,2013-2014
Vllaznia,E. Rexha,28,D,27,2,0,2,0,12,0,0,0,0,2013-2014
Vllaznia,A. Boçi,29,D,2101,25,24,1,3,2,0,5,0,1,2013-2014
Vllaznia,A. Marku,28,D,113,2,1,1,0,14,0,0,0,0,2013-2014
Vllaznia,M. Zefi,26,D,145,3,2,1,1,6,0,0,0,0,2013-2014
Vllaznia,D. Balaj,23,D,0,0,0,0,0,1,0,0,0,0,2013-2014
Vllaznia,M. Nikolic,37,M,595,10,7,3,4,4,0,1,0,0,2013-2014
Vllaznia,N. Shtubina,33,M,2207,30,28,2,19,3,7,3,0,0,2013-2014
Vllaznia,A. Tafili,32,M,2366,30,27,3,8,3,4,5,0,0,2013-2014
Vllaznia,A. Belisha,38,M,1834,25,21,4,8,7,0,5,1,0,2013-2014
Vllaznia,F. Bardulla,27,M,1188,24,12,12,7,15,0,4,0,0,2013-2014
Vllaznia,B. Ramadani,30,M,55,2,1,1,1,9,0,0,0,0,2013-2014
Vllaznia,S. Shaba,27,M,15,1,0,1,0,4,0,1,0,0,2013-2014
Vllaznia,B. Dema,26,M,220,10,2,8,2,14,0,1,0,0,2013-2014
Vllaznia,S. Vecaj,26,M,47,5,0,5,0,14,0,0,0,0,2013-2014
Vllaznia,T. Bušic,34,A,2446,29,28,1,7,1,13,5,0,0,2013-2014
Vllaznia,A. Dibra,30,A,471,18,2,16,1,19,1,1,0,0,2013-2014
Vllaznia,J. Gjini,30,A,220,10,1,9,1,15,0,0,0,0,2013-2014
Vllaznia,A. Hajdari,31,A,2559,31,29,2,9,3,4,2,0,0,2013-2014
Vllaznia,A. Kalaja,24,A,0,0,0,0,0,1,0,0,0,0,2013-2014
Vllaznia,H. Idrizi,25,A,0,0,0,0,0,1,0,0,0,0,2013-2014
Vllaznia,A. Kruja,26,A,2272,32,23,9,5,9,4,2,0,0,2013-2014
Kastrioti,I. Lika,40,G,1440,16,16,0,0,0,0,2,0,0,2013-2014
Kastrioti,Pindado,44,G,360,4,4,0,0,3,0,1,0,0,2013-2014
Kastrioti,I. Petrovski,30,G,0,0,0,0,0,15,0,0,0,0,2013-2014
Kastrioti,M. Kukrika,29,G,810,10,9,1,1,6,0,0,0,0,2013-2014
Kastrioti,P. Çali,25,G,270,4,3,1,1,7,0,0,0,0,2013-2014
Kastrioti,E. Doku,23,G,0,0,0,0,0,1,0,0,0,0,2013-2014
Kastrioti,N. Ferraj,32,D,2118,29,23,6,6,6,4,6,0,0,2013-2014
Kastrioti,A. Alechenwu,34,D,1773,22,21,1,5,8,1,4,0,0,2013-2014
Kastrioti,E. Doku,33,D,1884,25,22,3,4,4,2,1,0,0,2013-2014
Kastrioti,E. Xhafa,37,D,2266,26,26,0,2,1,0,6,1,0,2013-2014
Kastrioti,F. Caca,34,D,2171,25,25,0,2,0,1,10,0,0,2013-2014
Kastrioti,R. Hoxha,34,D,1059,15,11,4,3,15,0,5,0,1,2013-2014
Kastrioti,A. Sheta,39,D,2116,25,25,0,3,1,1,6,0,1,2013-2014
Kastrioti,Da Silva,33,D,1011,15,10,5,0,11,1,5,0,0,2013-2014
Kastrioti,S. Neziri,23,D,90,1,1,0,0,0,0,0,0,0,2013-2014
Kastrioti,Arlind Caca,24,D,90,1,1,0,0,0,0,0,0,0,2013-2014
Kastrioti,K. Rustami,24,D,35,1,0,1,0,1,0,0,0,0,2013-2014
Kastrioti,A. Karapici,40,M,1201,23,15,8,10,12,0,4,0,0,2013-2014
Kastrioti,J. Sefa,33,M,1896,25,22,3,7,4,3,2,0,0,2013-2014
Kastrioti,E. Turdiu,35,M,1674,26,17,9,5,12,2,6,0,0,2013-2014
Kastrioti,A. Daja,30,M,2012,25,23,2,5,6,0,8,0,0,2013-2014
Kastrioti,S. Çela,31,M,742,11,9,2,6,4,1,2,0,0,2013-2014
Kastrioti,E. Muçollari,39,M,1181,22,13,9,7,14,0,3,0,0,2013-2014
Kastrioti,G. Manuka,28,M,552,11,5,6,4,10,1,5,0,0,2013-2014
Kastrioti,D. Bratic,33,M,676,8,8,0,1,2,2,3,0,0,2013-2014
Kastrioti,S. Elmazi,32,M,261,7,2,5,1,12,0,2,0,0,2013-2014
Kastrioti,S. Shaba,27,M,41,2,0,2,0,5,0,1,0,0,2013-2014
Kastrioti,F. Kuka,24,M,44,1,0,1,0,1,0,0,0,0,2013-2014
Kastrioti,G. Goga,24,M,9,1,0,1,0,2,0,0,0,0,2013-2014
Kastrioti,D. Xhaferri,24,M,25,1,0,1,0,1,0,0,0,0,2013-2014
Kastrioti,E. Pema,35,A,46,1,1,0,1,3,0,0,0,0,2013-2014
Kastrioti,E. Malindi,32,A,1391,22,17,5,12,9,3,5,0,0,2013-2014
Kastrioti,L. Popovic,37,A,860,10,9,1,1,1,1,3,0,0,2013-2014
Kastrioti,Cate Fonseca,41,A,473,8,5,3,3,4,0,0,0,0,2013-2014
Kastrioti,O. Abazaj,35,A,332,7,3,4,2,8,0,1,0,0,2013-2014
Kastrioti,G. Tepshi,29,A,726,15,6,9,1,25,0,2,0,1,2013-2014
Apolonia,V. Cakovic,29,G,990,11,11,0,0,0,0,1,0,0,2012-2013
Apolonia,E. Miço,36,G,1126,13,13,0,1,13,0,1,0,0,2012-2013
Apolonia,E. Çako,28,G,224,3,2,1,0,12,0,0,0,0,2012-2013
Apolonia,E. Çela,34,D,527,6,6,0,1,0,0,2,0,0,2012-2013
Apolonia,A. Llënga,30,D,630,7,7,0,0,0,0,2,0,0,2012-2013
Apolonia,H. Lamaj,28,D,156,4,1,3,1,12,0,0,0,0,2012-2013
Apolonia,K. Ndoni,31,D,1936,22,22,0,1,2,2,7,0,0,2012-2013
Apolonia,R. Nako,33,D,1160,13,13,0,1,7,0,4,1,0,2012-2013
Apolonia,G. Prifti,27,D,0,0,0,0,0,1,0,0,0,0,2012-2013
Apolonia,S. Atanda,26,D,1080,12,12,0,0,1,0,3,0,0,2012-2013
Apolonia,T. Culver,33,D,25,1,0,1,0,2,0,0,0,0,2012-2013
Apolonia,S. Adekunle,29,D,1920,22,22,0,3,0,0,4,1,0,2012-2013
Apolonia,A. Prifti,31,D,878,11,10,1,1,3,0,2,1,0,2012-2013
Apolonia,D. Popovic,39,M,478,7,6,1,3,3,0,3,0,0,2012-2013
Apolonia,G. Çimili,33,M,2002,24,23,1,7,1,0,4,0,0,2012-2013
Apolonia,A. Prifti,26,M,787,11,8,3,0,12,0,2,0,0,2012-2013
Apolonia,E. Jakupi,29,M,973,13,12,1,8,1,0,3,0,0,2012-2013
Apolonia,L. Muçaj,27,M,1551,20,18,2,7,2,0,9,1,0,2012-2013
Apolonia,R. Naçi,26,M,544,10,5,5,1,11,0,0,0,0,2012-2013
Apolonia,E. Sako,31,M,208,12,1,11,1,13,0,2,0,0,2012-2013
Apolonia,D. Azizaj,27,M,389,10,4,6,2,11,0,1,0,0,2012-2013
Apolonia,E. Papa,27,M,751,16,6,10,2,14,1,3,0,0,2012-2013
Apolonia,M. Anayo,31,M,1305,19,14,5,6,9,0,4,1,0,2012-2013
Apolonia,A. Sallaku,25,M,30,2,0,2,0,7,0,0,0,0,2012-2013
Apolonia,B. Ramaj,25,M,52,3,0,3,0,6,0,1,0,0,2012-2013
Apolonia,R. Fili,24,M,7,1,0,1,0,1,0,0,0,0,2012-2013
Apolonia,E. Troka,25,M,5,1,0,1,0,1,0,0,0,0,2012-2013
Apolonia,E. Dautaj,29,M,421,8,6,2,6,7,0,2,0,0,2012-2013
Apolonia,I. Dakavelli,28,M,452,6,6,0,2,0,0,0,0,0,2012-2013
