Team,Name,Age,P,Minutes played,Appearances,Lineups,Substitute in,Substitute out,Substitutes on bench,Goal,Yellow card,Yellow 2nd/RC,Red card,Year
Vllaznia,I. Delic,34,M,1111,18,13,5,8,7,2,3,0,0,2012-2013
Vllaznia,N. Shtubina,33,M,882,17,9,8,4,10,1,3,0,0,2012-2013
Vllaznia,A. Tafili,32,M,1480,20,16,4,1,8,0,4,0,0,2012-2013
Vllaznia,A. Belisha,38,M,1894,23,22,1,6,1,0,5,0,0,2012-2013
Vllaznia,I. Nallbani,37,M,983,17,12,5,7,8,0,5,0,0,2012-2013
Vllaznia,H. Begaj,34,M,970,16,11,5,5,8,0,4,0,0,2012-2013
Vllaznia,F. Bardulla,27,M,950,13,11,2,4,8,0,1,0,0,2012-2013
Vllaznia,C. Dragoi,38,M,1698,19,19,0,3,0,5,3,0,0,2012-2013
Vllaznia,B. Dema,26,M,555,9,6,3,3,4,0,1,0,0,2012-2013
Vllaznia,A. Shkjau,29,M,157,2,2,0,1,1,0,0,0,0,2012-2013
Vllaznia,E. Ymeri,25,M,0,0,0,0,0,1,0,0,0,0,2012-2013
Vllaznia,S. Hepaj,26,M,39,1,0,1,0,2,0,0,0,0,2012-2013
Vllaznia,S. Vecaj,26,M,11,1,0,1,0,2,1,0,0,0,2012-2013
Vllaznia,V. Hysa,30,A,491,10,4,6,1,9,1,1,0,0,2012-2013
Vllaznia,J. Gjini,30,A,378,12,4,8,2,13,2,1,0,0,2012-2013
Vllaznia,A. Hajdari,31,A,1981,24,24,0,9,0,4,1,0,0,2012-2013
Vllaznia,S. Guri,26,A,232,4,2,2,0,14,1,0,0,0,2012-2013
Vllaznia,A. Kalaja,24,A,44,1,0,1,0,3,0,1,0,0,2012-2013
Vllaznia,A. Kruja,26,A,494,6,5,1,0,4,0,1,0,0,2012-2013
Vllaznia,K. Rexha,31,A,1314,20,15,5,8,8,5,4,0,0,2012-2013
Vllaznia,N. Kozmaj,24,A,23,1,0,1,0,2,0,1,0,0,2012-2013
